Zeroes,Ones,Twos,Threes,Fours,Fives,Sixes,Sevens,Eights,Nines
0.385,0.583333333,0.3,0.423529412,0.310526316,0.328571429,0.314285714,0.283333333,0.510714286,0.3
0.407142857,0.276923077,0.433333333,0.371428571,0.28125,0.25625,0.642857143,0.36,0.321428571,0.405
0.275,0.280769231,0.391666667,0.346428571,0.267857143,0.45,0.440625,0.289285714,0.35,0.340909091
0.355,0.5,0.397222222,0.373684211,0.296428571,0.25,0.414285714,0.332142857,0.361111111,0.253571429
0.3,0.521428571,0.268421053,0.382352941,0.371052632,0.278125,0.407142857,0.346428571,0.41875,0.438888889
0.463888889,0.334375,0.427777778,0.323684211,0.247058824,0.28125,0.367647059,0.341666667,0.380555556,0.305
0.540625,0.566666667,0.427777778,0.325,0.273333333,0.254166667,0.407692308,0.315625,0.189285714,0.425
0.39375,0.46875,0.383333333,0.485714286,0.283333333,0.320833333,0.384375,0.334375,0.349845201,0.383333333
0.491176471,0.25,0.3125,0.36875,0.354166667,0.282142857,0.32748538,0.313333333,0.396875,0.317857143
0.464285714,0.344444444,0.405882353,0.285,0.27,0.235714286,0.39,0.317647059,0.315384615,0.392857143
0.383333333,0.36,0.408333333,0.360714286,0.273076923,0.279411765,0.383333333,0.370833333,0.3375,0.296428571
0.4,0.366666667,0.358333333,0.325,0.335,0.496428571,0.45,0.36,0.326315789,0.313333333
0.529411765,0.4,0.45,0.354166667,0.271428571,0.366666667,0.35,0.356666667,0.305263158,0.459090909
0.530555556,0.305555556,0.455,0.347222222,0.28125,0.375,0.430769231,0.386666667,0.294117647,0.436363636
0.468421053,0.5875,0.45,0.338888889,0.264285714,0.419444444,0.371875,0.222222222,0.338888889,0.375
0.408333333,0.336363636,0.380555556,0.3025,0.265625,0.391176471,0.415625,0.339285714,0.546875,0.55
0.491666667,0.327272727,0.326315789,0.319444444,0.271428571,0.289285714,0.426666667,0.325,0.453571429,0.364285714
0.405555556,0.341666667,0.2925,0.33125,0.316666667,0.35,0.375,0.257142857,0.416666667,0.404545455
0.366666667,0.333333333,0.276470588,0.394117647,0.246875,0.2975,0.3375,0.407894737,0.346875,0.29375
0.494117647,0.390909091,0.2125,0.4625,0.236842105,0.235714286,0.2775,0.225,0.315,0.391666667
0.511764706,0.45,0.331578947,0.393333333,0.240625,0.3125,0.365384615,0.325,0.384375,0.4
0.447222222,0.45,0.341176471,0.285,0.4625,0.219444444,0.325,0.322222222,0.3,0.352777778
0.365,0.925,0.225,0.341666667,0.475,0.344736842,0.379166667,0.220588235,0.45,0.3875
0.34375,0.39375,0.319230769,0.408333333,0.288461538,0.470588235,0.496666667,0.275,0.385714286,0.225
0.467836257,0.295833333,0.32,0.257142857,0.291666667,0.2375,0.3625,0.28,0.308333333,0.345454545
0.361764706,0.833333333,0.302777778,0.32,0.277777778,0.2375,0.333333333,0.241666667,0.3,0.370833333
0.435,0.39375,0.432352941,0.275,0.2625,0.364285714,0.44,0.3125,0.323076923,0.382142857
0.40625,0.575,0.26875,0.353571429,0.261111111,0.565625,0.369444444,0.25,0.3375,0.415
0.525,0.4625,0.413157895,0.313157895,0.375,0.427777778,0.410714286,0.276315789,0.48,0.258333333
0.423684211,0.283333333,0.326315789,0.33,0.288888889,0.385714286,0.45,0.361111111,0.336111111,0.241666667
0.476923077,0.316666667,0.355882353,0.307894737,0.3,0.396875,0.38125,0.3125,0.494444444,0.45
0.441666667,0.442857143,0.241666667,0.345,0.308270677,0.408333333,0.416666667,0.308333333,0.43,0.336666667
0.4,0.716666667,0.315,0.2875,0.246875,0.2025,0.326315789,0.242105263,0.364705882,0.390977444
0.396875,0.283333333,0.310526316,0.334375,0.244444444,0.316666667,0.388888889,0.259375,0.3875,0.395833333
0.417647059,0.26875,0.491176471,0.3125,0.352631579,0.404166667,0.455555556,0.217857143,0.490625,0.395
0.44375,0.421428571,0.3125,0.391666667,0.460714286,0.33,0.525,0.29375,0.35,0.354166667
0.564285714,0.217857143,0.365,0.446666667,0.191666667,0.42,0.397222222,0.336666667,0.485,0.2625
0.389285714,0.6375,0.3775,0.2925,0.280555556,0.328947368,0.411111111,0.267857143,0.647222222,0.369230769
0.407692308,0.202941176,0.266666667,0.4275,0.215,0.45,0.423529412,0.2875,0.394444444,0.285714286
0.41875,0.372727273,0.426470588,0.384375,0.278125,0.3575,0.403125,0.338461538,0.384375,0.41875
0.436666667,0.257692308,0.41,0.311111111,0.352777778,0.380555556,0.446875,0.276315789,0.528571429,0.25
0.427777778,0.2625,0.289285714,0.382352941,0.244444444,0.30625,0.408333333,0.31875,0.395,0.222222222
0.410526316,0.3125,0.313888889,0.325,0.234615385,0.321052632,0.391666667,0.305,0.421875,0.388888889
0.434375,0.186111111,0.363333333,0.475,0.360714286,0.271428571,0.284615385,0.263157895,0.383333333,0.296875
0.405555556,0.23125,0.372222222,0.284375,0.318421053,0.184210526,0.19375,0.365,0.428125,0.321428571
0.469444444,0.283333333,0.241666667,0.396428571,0.278571429,0.318421053,0.393333333,0.294117647,0.338888889,0.45
0.413157895,0.41,0.482142857,0.396666667,0.29375,0.35,0.39375,0.284375,0.307692308,0.372222222
0.4425,0.221428571,0.264705882,0.345,0.3375,0.39375,0.508333333,0.36875,0.403125,0.420833333
0.425,0.733333333,0.3625,0.35,0.25,0.320833333,0.503846154,0.232142857,0.396666667,0.378571429
0.581818182,0.55,0.278571429,0.479166667,0.339473684,0.353333333,0.4625,0.359375,0.408333333,0.364285714
0.4525,0.269230769,0.42,0.269444444,0.28,0.323684211,0.453125,0.35625,0.3125,0.39
0.37,0.20625,0.290625,0.427777778,0.365,0.355263158,0.46,0.344117647,0.4,0.42
0.363157895,0.213333333,0.539285714,0.352631579,0.313888889,0.304166667,0.346875,0.295,0.385,0.45
0.328125,0.283333333,0.342105263,0.373529412,0.283333333,0.378947368,0.495,0.2725,0.45625,0.347058824
0.418421053,0.280769231,0.405882353,0.328947368,0.352941176,0.35,0.442857143,0.3,0.391666667,0.486111111
0.463888889,0.6,0.33125,0.476470588,0.346875,0.265625,0.25,0.348684211,0.397058824,0.260714286
0.4375,0.203333333,0.3125,0.41,0.25,0.278571429,0.34375,0.328571429,0.438235294,0.3875
0.446875,0.675,0.375,0.340909091,0.314285714,0.517857143,0.311764706,0.27,0.296428571,0.407142857
0.361764706,0.3,0.39,0.5375,0.383333333,0.332142857,0.407142857,0.360714286,0.359375,0.4625
0.463157895,0.342307692,0.313888889,0.5,0.315789474,0.35,0.285714286,0.27,0.477777778,0.541666667
0.31,0.3875,0.365625,0.4125,0.286111111,0.275,0.483333333,0.363333333,0.407142857,0.370833333
0.31,0.7625,0.373076923,0.353125,0.270588235,0.359375,0.358333333,0.353125,0.290625,0.39375
0.446875,0.326923077,0.333333333,0.26875,0.336111111,0.360526316,0.615,0.28,0.305882353,0.355
0.367857143,0.322727273,0.3375,0.394444444,0.2975,0.255263158,0.403571429,0.263636364,0.407692308,0.361538462
0.45,0.56,0.307894737,0.396875,0.321875,0.339285714,0.30625,0.419230769,0.292307692,0.375
0.4,0.26,0.3775,0.359375,0.302941176,0.3,0.429411765,0.346428571,0.479166667,0.377777778
0.302777778,0.39,0.4125,0.335714286,0.432142857,0.296428571,0.43,0.228571429,0.378125,0.34375
0.313888889,0.269230769,0.435,0.407142857,0.4,0.38,0.35,0.3,0.310714286,0.365625
0.390625,0.341666667,0.413888889,0.2875,0.266666667,0.280555556,0.47,0.361111111,0.377272727,0.319444444
0.302777778,0.292307692,0.369444444,0.325,0.3375,0.3375,0.38,0.45625,0.3875,0.45
0.35,0.75,0.365384615,0.31875,0.35,0.275,0.368181818,0.363636364,0.391666667,0.35
0.4,0.308333333,0.496666667,0.495,0.3,0.318421053,0.369444444,0.30625,0.418181818,0.416666667
0.2825,0.2875,0.3625,0.2925,0.244444444,0.34962406,0.520833333,0.315625,0.357142857,0.439285714
0.453125,0.284375,0.375,0.4575,0.267857143,0.355882353,0.50625,0.295321637,0.409375,0.42
0.338888889,0.320833333,0.35,0.3575,0.291666667,0.35,0.333333333,0.338235294,0.233333333,0.363888889
0.285,0.308333333,0.291666667,0.327777778,0.273684211,0.232352941,0.285714286,0.403846154,0.440625,0.34
0.4275,0.58,0.215,0.365625,0.378289474,0.233333333,0.655,0.265625,0.4,0.328125
0.253125,0.4,0.4,0.458333333,0.378125,0.330555556,0.334375,0.253571429,0.566666667,0.346666667
0.30625,0.279166667,0.384210526,0.463636364,0.346875,0.5,0.396153846,0.302777778,0.646875,0.3
0.507142857,0.275,0.260526316,0.34375,0.222727273,0.4,0.296875,0.355,0.419444444,0.380769231
0.39,0.246428571,0.282142857,0.317857143,0.345833333,0.215,0.270833333,0.394444444,0.507894737,0.325
0.325,0.246428571,0.380769231,0.376666667,0.317647059,0.447222222,0.413333333,0.426923077,0.578125,0.352777778
0.326315789,0.55625,0.3625,0.380555556,0.527777778,0.45,0.49,0.423529412,0.479166667,0.475
0.25,0.183333333,0.255555556,0.29,0.239285714,0.423684211,0.292857143,0.403333333,0.625,0.429166667
0.355555556,0.235714286,0.347222222,0.50625,0.267647059,0.409375,0.342857143,0.233333333,0.418421053,0.486666667
0.325,0.333333333,0.48125,0.621428571,0.25,0.375,0.48,0.283333333,0.544117647,0.426923077
0.336111111,0.196153846,0.382142857,0.455,0.278947368,0.357142857,0.303846154,0.375,0.522727273,0.377777778
0.409375,0.4,0.358333333,0.396875,0.35,0.340625,0.38,0.253571429,0.589473684,0.321875
0.283333333,0.4875,0.253125,0.541176471,0.25,0.218421053,0.43125,0.417647059,0.54375,0.35
0.538888889,0.175,0.275,0.43,0.348684211,0.375,0.484615385,0.3,0.60625,0.388461538
0.58125,0.95,0.505555556,0.473684211,0.39,0.353333333,0.497058824,0.327777778,0.314285714,0.35
0.586842105,0.178125,0.35,0.428571429,0.234375,0.390625,0.641666667,0.35,0.456666667,0.271875
0.526923077,0.421428571,0.566666667,0.235,0.325,0.369444444,0.491176471,0.378571429,0.510526316,0.366666667
0.434375,0.179166667,0.426470588,0.455,0.296875,0.356666667,0.471875,0.322222222,0.482352941,0.414285714
0.34,0.181818182,0.285294118,0.4525,0.236111111,0.321428571,0.615079365,0.25,0.596875,0.329411765
0.383040936,0.428571429,0.461111111,0.323333333,0.228125,0.37,0.477272727,0.189285714,0.407142857,0.582142857
0.51875,0.238461538,0.5,0.532352941,0.228125,0.5,0.507142857,0.319230769,0.54,0.533333333
0.58125,0.508333333,0.436111111,0.521875,0.3,0.3625,0.50625,0.294736842,0.338235294,0.465
0.505555556,0.46,0.32,0.360714286,0.430555556,0.3,0.583333333,0.2375,0.539285714,0.33
0.621052632,0.25,0.3125,0.3,0.315789474,0.384375,0.5375,0.24375,0.554166667,0.322222222
0.444444444,0.233333333,0.396875,0.403125,0.383333333,0.316666667,0.435714286,0.279411765,0.336666667,0.347222222
0.641666667,0.18,0.536111111,0.41,0.234210526,0.502631579,0.347368421,0.395454545,0.435,0.53
0.529411765,0.22,0.284615385,0.441666667,0.342307692,0.351973684,0.616666667,0.235294118,0.315789474,0.283333333
0.642857143,0.775,0.388235294,0.507692308,0.52,0.295833333,0.571428571,0.209090909,0.35,0.381818182
0.405555556,0.203571429,0.428125,0.4125,0.345833333,0.244736842,0.5,0.38,0.346428571,0.54
0.59,0.24,0.310714286,0.46875,0.455,0.2375,0.383333333,0.3,0.425,0.45
0.436111111,0.233333333,0.453333333,0.31,0.31875,0.3,0.360714286,0.277777778,0.305882353,0.525
0.4,0.364285714,0.246666667,0.3375,0.469230769,0.242307692,0.4,0.454166667,0.45,0.508333333
0.427777778,0.176666667,0.478125,0.415,0.325,0.395833333,0.353333333,0.2875,0.3575,0.335714286
0.428571429,0.146428571,0.525,0.49,0.272222222,0.3,0.292857143,0.23125,0.2975,0.557142857
0.43,0.48,0.518421053,0.386111111,0.540625,0.363888889,0.508333333,0.3375,0.347368421,0.532142857
0.455263158,0.275,0.429411765,0.366666667,0.340625,0.33125,0.539473684,0.256666667,0.441666667,0.491666667
0.575,0.195833333,0.440625,0.323333333,0.471875,0.303333333,0.403571429,0.233333333,0.396428571,0.306666667
0.573684211,0.616666667,0.3375,0.310714286,0.640625,0.403846154,0.408333333,0.28,0.28,0.596428571
0.422222222,0.435,0.376923077,0.260714286,0.525,0.329166667,0.359375,0.26875,0.340625,0.483333333
0.453125,0.65,0.403333333,0.304166667,0.490625,0.426315789,0.415384615,0.516666667,0.376315789,0.6
0.565,0.444444444,0.3,0.327777778,0.27,0.485714286,0.423333333,0.464285714,0.346875,0.363636364
0.486842105,0.508333333,0.320833333,0.305555556,0.325,0.263333333,0.46875,0.346875,0.346666667,0.507142857
0.327777778,0.409090909,0.3125,0.303125,0.4375,0.292763158,0.341666667,0.310714286,0.443333333,0.625
0.411764706,0.67,0.329166667,0.303125,0.48,0.332142857,0.370833333,0.566666667,0.321428571,0.326923077
0.475,0.733333333,0.363333333,0.471875,0.36875,0.260526316,0.375,0.478571429,0.445833333,0.263333333
0.55,0.5375,0.339285714,0.41875,0.297368421,0.225,0.385294118,0.527272727,0.384375,0.39
0.2925,0.7,0.519444444,0.383333333,0.252941176,0.226666667,0.418181818,0.526923077,0.403571429,0.325
0.405882353,0.875,0.381578947,0.36,0.265,0.265625,0.365,0.485714286,0.302777778,0.285714286
0.409090909,0.563636364,0.384375,0.3,0.272222222,0.365384615,0.2875,0.436666667,0.411111111,0.333333333
0.4125,0.56,0.384375,0.310526316,0.233333333,0.253125,0.289285714,0.445833333,0.55,0.366666667
0.39375,0.520833333,0.283333333,0.321052632,0.441666667,0.3125,0.403571429,0.2625,0.392857143,0.309375
0.313888889,0.6,0.327272727,0.384375,0.3925,0.241666667,0.430769231,0.302631579,0.347222222,0.315
0.39375,0.377777778,0.260526316,0.39,0.261111111,0.472222222,0.4,0.317647059,0.445833333,0.357692308
0.386842105,0.454545455,0.371428571,0.515384615,0.255263158,0.275,0.382142857,0.25,0.503846154,0.314285714
0.5,0.775,0.368421053,0.314285714,0.308333333,0.357142857,0.378125,0.445,0.40625,0.25625
0.516666667,0.483333333,0.317647059,0.35,0.257894737,0.21875,0.375,0.23,0.4625,0.325
0.371052632,0.51,0.226666667,0.414285714,0.244444444,0.211111111,0.33,0.435714286,0.395,0.358333333
0.436111111,0.5,0.327777778,0.288461538,0.327272727,0.195,0.38,0.32,0.3625,0.396666667
0.478125,0.7625,0.3075,0.41,0.380769231,0.267857143,0.313888889,0.41875,0.242105263,0.37
0.490625,0.375,0.375,0.335294118,0.286842105,0.194117647,0.431818182,0.460714286,0.5875,0.411111111
0.461111111,0.311538462,0.3175,0.307142857,0.307894737,0.2125,0.317857143,0.52,0.380555556,0.308333333
0.416666667,0.385,0.305555556,0.335294118,0.265,0.379166667,0.4125,0.432142857,0.534210526,0.417857143
0.427777778,0.78,0.307142857,0.2375,0.296428571,0.388235294,0.360714286,0.233333333,0.465625,0.35
0.440625,0.4,0.31,0.29,0.353571429,0.483333333,0.476923077,0.453846154,0.541666667,0.32
0.35,0.433333333,0.318421053,0.416666667,0.34,0.25625,0.375,0.340625,0.430769231,0.335294118
0.3925,0.191666667,0.329166667,0.366666667,0.255555556,0.280555556,0.479166667,0.482142857,0.532142857,0.446875
0.4,0.621428571,0.3375,0.3625,0.475,0.488235294,0.4375,0.292307692,0.634615385,0.311538462
0.357142857,0.236363636,0.516666667,0.305555556,0.283333333,0.281578947,0.325,0.2,0.5875,0.4
0.347058824,0.35625,0.365625,0.323333333,0.275,0.4375,0.465625,0.320588235,0.458333333,0.341666667
0.363888889,0.338461538,0.375,0.335714286,0.321875,0.553846154,0.327272727,0.3,0.408333333,0.333333333
0.3625,0.225,0.403125,0.378125,0.323333333,0.470588235,0.369230769,0.3175,0.476666667,0.473529412
0.491176471,0.253846154,0.35,0.30625,0.414285714,0.455555556,0.307142857,0.29375,0.506666667,0.423333333
0.452777778,0.683333333,0.42,0.515,0.282142857,0.23125,0.391666667,0.471052632,0.559090909,0.538461538
0.466666667,0.24375,0.46,0.491666667,0.302777778,0.405,0.43,0.2375,0.421428571,0.371428571
0.388888889,0.45,0.347222222,0.475,0.421875,0.380555556,0.379166667,0.332142857,0.578125,0.322727273
0.276666667,0.58,0.305,0.571875,0.307142857,0.523529412,0.319230769,0.29375,0.445454545,0.42
0.521428571,0.278571429,0.376666667,0.323076923,0.257692308,0.278571429,0.404166667,0.265625,0.426666667,0.282142857
0.50625,0.186111111,0.378125,0.292105263,0.253571429,0.563333333,0.368181818,0.307142857,0.5375,0.3375
0.375,0.253333333,0.223684211,0.461111111,0.263157895,0.378571429,0.327777778,0.257692308,0.553846154,0.375
0.5125,0.475,0.415625,0.260714286,0.3125,0.286666667,0.475,0.383333333,0.46,0.358333333
0.375,0.311111111,0.352941176,0.432142857,0.34375,0.46,0.433333333,0.37,0.336111111,0.395833333
0.486111111,0.52,0.29375,0.475,0.284615385,0.3125,0.629166667,0.4275,0.35,0.376923077
0.532352941,0.285,0.398496241,0.347368421,0.2625,0.233333333,0.342857143,0.294444444,0.557894737,0.345833333
0.416666667,0.85,0.311538462,0.219444444,0.326923077,0.317647059,0.45,0.314285714,0.496153846,0.376666667
0.473529412,0.4,0.3,0.34,0.358333333,0.440909091,0.345,0.555263158,0.44,0.484615385
0.631578947,0.215,0.283333333,0.492307692,0.308333333,0.319444444,0.3875,0.296428571,0.595,0.425
0.58125,0.433333333,0.286666667,0.494117647,0.264285714,0.377777778,0.329166667,0.2875,0.444117647,0.442857143
0.552777778,0.333333333,0.504166667,0.464285714,0.242857143,0.234375,0.388888889,0.267857143,0.453846154,0.565625
0.647222222,0.38125,0.373684211,0.396666667,0.364285714,0.372222222,0.275,0.30625,0.459375,0.265
0.592105263,0.541666667,0.382352941,0.475,0.275,0.463888889,0.495833333,0.29,0.533333333,0.466666667
0.508823529,0.31875,0.366666667,0.56,0.239285714,0.286842105,0.442857143,0.34,0.336111111,0.421428571
0.355882353,0.2875,0.278947368,0.517857143,0.396428571,0.442857143,0.466666667,0.296428571,0.380555556,0.43
0.340909091,0.5875,0.475,0.541666667,0.4125,0.326315789,0.535,0.292857143,0.496428571,0.358333333
0.591666667,0.3125,0.375,0.39,0.321052632,0.304166667,0.454166667,0.2875,0.346428571,0.378571429
0.459375,0.7875,0.210714286,0.228125,0.29,0.4125,0.4,0.3,0.4875,0.427272727
0.36875,0.583333333,0.54375,0.366666667,0.235294118,0.43125,0.486363636,0.285714286,0.471428571,0.35
0.469444444,0.29,0.463888889,0.5125,0.280555556,0.316666667,0.534615385,0.26,0.456666667,0.467857143
0.419444444,0.375,0.394117647,0.4375,0.357142857,0.378571429,0.354545455,0.3,0.457692308,0.36875
0.517857143,0.3,0.427777778,0.219444444,0.441666667,0.285714286,0.603333333,0.254166667,0.426666667,0.321875
0.434375,0.33125,0.518421053,0.403571429,0.3,0.459375,0.379166667,0.4125,0.45,0.45
0.405263158,0.344444444,0.26875,0.439285714,0.407894737,0.31875,0.586363636,0.264285714,0.432142857,0.5
0.475,0.1875,0.378947368,0.329166667,0.3375,0.415,0.483333333,0.263333333,0.466666667,0.413333333
0.452631579,0.8125,0.483333333,0.5125,0.36875,0.277777778,0.45,0.281818182,0.358823529,0.4375
0.378947368,1,0.44,0.2625,0.3,0.336111111,0.508333333,0.28125,0.41875,0.373333333
0.45,0.27,0.466666667,0.425,0.345,0.43,0.406666667,0.305,0.309375,0.379166667
0.4875,0.516666667,0.28125,0.333333333,0.356666667,0.244444444,0.303125,0.28125,0.425,0.358333333
0.47,0.59375,0.476666667,0.421052632,0.320833333,0.489285714,0.406666667,0.359090909,0.323684211,0.316666667
0.4,0.555555556,0.376315789,0.44375,0.314705882,0.318421053,0.428571429,0.335714286,0.340625,0.507692308
0.465625,0.243333333,0.475,0.346428571,0.420833333,0.291176471,0.41,0.405555556,0.2875,0.308333333
0.415,0.475,0.439446367,0.480769231,0.263888889,0.31,0.384210526,0.22,0.293333333,0.492857143
0.47,0.49,0.441666667,0.425,0.470588235,0.432142857,0.385,0.408823529,0.465,0.345833333
0.458333333,0.59,0.315384615,0.4,0.311538462,0.3825,0.346666667,0.346666667,0.488235294,0.3
0.581818182,0.303571429,0.388888889,0.579411765,0.421428571,0.27,0.41875,0.390909091,0.307894737,0.427272727
0.408333333,0.4875,0.311111111,0.38125,0.378125,0.2375,0.457142857,0.346153846,0.35,0.323076923
0.321428571,0.725,0.34,0.43125,0.229411765,0.259375,0.378125,0.410714286,0.289285714,0.408333333
0.405,0.63,0.4125,0.3625,0.444444444,0.408333333,0.3875,0.378571429,0.44,0.4375
0.4625,0.3875,0.358823529,0.338888889,0.414705882,0.3,0.425,0.215789474,0.435,0.28125
0.472222222,0.561111111,0.327777778,0.333333333,0.382142857,0.25,0.396428571,0.417857143,0.388888889,0.42
0.328125,0.64,0.302777778,0.365625,0.375,0.240625,0.396153846,0.296666667,0.513636364,0.385714286
0.385714286,0.8,0.365,0.428571429,0.321428571,0.421875,0.334615385,0.358333333,0.6125,0.3375
0.435,0.675,0.395,0.43,0.406666667,0.286111111,0.375,0.232142857,0.414285714,0.383333333
0.3475,0.49,0.331578947,0.392307692,0.3875,0.355,0.416666667,0.509375,0.369444444,0.420833333
0.4225,0.466666667,0.5125,0.432142857,0.345833333,0.272222222,0.394444444,0.471875,0.315625,0.407142857
0.408823529,0.377272727,0.3675,0.35625,0.342857143,0.235714286,0.352941176,0.38125,0.528125,0.4
0.277777778,0.313636364,0.386842105,0.396153846,0.338235294,0.394444444,0.403571429,0.307142857,0.366666667,0.342857143
0.472222222,0.375,0.346875,0.344444444,0.371875,0.263888889,0.417857143,0.292857143,0.671428571,0.35
0.416666667,0.29375,0.335714286,0.405555556,0.341666667,0.366666667,0.417857143,0.421875,0.329166667,0.385714286
0.35,0.72,0.408333333,0.3875,0.35,0.233333333,0.322727273,0.221428571,0.361111111,0.328125
0.415625,0.441666667,0.407894737,0.29375,0.294444444,0.390625,0.388461538,0.258333333,0.535,0.346428571
0.4325,0.25,0.326666667,0.48,0.325,0.243333333,0.491666667,0.342857143,0.352777778,0.416666667
0.442105263,0.355555556,0.276470588,0.290625,0.296153846,0.228125,0.396153846,0.335714286,0.323333333,0.475
0.405555556,0.31,0.359375,0.378125,0.31,0.516666667,0.43,0.41,0.4,0.425
0.372222222,0.3375,0.4725,0.313333333,0.353571429,0.428571429,0.366666667,0.335714286,0.453571429,0.295833333
0.491666667,0.58,0.359375,0.369444444,0.367857143,0.392105263,0.414285714,0.35625,0.3625,0.353333333
0.33,0.466666667,0.48125,0.253846154,0.385714286,0.546428571,0.453571429,0.285,0.413157895,0.34375
0.426315789,0.65,0.413157895,0.388888889,0.307142857,0.413157895,0.275,0.329166667,0.390625,0.304545455
0.4225,0.40625,0.316666667,0.408333333,0.30625,0.234375,0.421875,0.352631579,0.461111111,0.418181818
0.346428571,0.7625,0.33,0.36,0.330769231,0.331578947,0.49375,0.3675,0.4025,0.35625
0.5,0.375,0.3125,0.336842105,0.266666667,0.333333333,0.3625,0.275,0.457142857,0.421428571
0.397222222,0.38125,0.3375,0.3625,0.316666667,0.291666667,0.410714286,0.3375,0.434615385,0.320588235
0.446875,0.55,0.2725,0.396875,0.278125,0.31875,0.40625,0.332142857,0.455263158,0.371428571
0.396875,0.63,0.330555556,0.369444444,0.34,0.35625,0.360714286,0.40625,0.234375,0.410714286
0.617857143,0.366666667,0.378125,0.3725,0.286111111,0.5,0.414035088,0.3125,0.486111111,0.407692308
0.471428571,0.68125,0.283333333,0.35,0.417857143,0.26,0.440909091,0.317857143,0.390625,0.364285714
0.496428571,0.725,0.391666667,0.36,0.345454545,0.323076923,0.473076923,0.292857143,0.464705882,0.38
0.4475,0.516666667,0.380555556,0.302631579,0.480555556,0.275,0.396875,0.303571429,0.46875,0.371875
0.291666667,0.7,0.439285714,0.253571429,0.373333333,0.313888889,0.40625,0.359375,0.385714286,0.380555556
0.475,0.65,0.39375,0.416666667,0.445454545,0.334210526,0.426923077,0.307142857,0.292105263,0.327777778
0.40625,0.35,0.36875,0.483333333,0.3625,0.321428571,0.408333333,0.221875,0.423684211,0.404166667
0.434210526,0.35,0.378571429,0.308333333,0.346666667,0.34375,0.303571429,0.3975,0.43125,0.31875
0.466666667,0.6875,0.421428571,0.438235294,0.305,0.28,0.383333333,0.272222222,0.341666667,0.252631579
0.3925,0.441666667,0.375,0.415625,0.418181818,0.371875,0.296428571,0.326315789,0.582142857,0.4875
0.335294118,0.975,0.403125,0.411764706,0.31,0.357894737,0.434615385,0.307142857,0.35,0.328571429
0.408823529,0.625,0.414705882,0.293333333,0.311538462,0.315625,0.278125,0.315625,0.410714286,0.3875
0.5625,0.279166667,0.432142857,0.591666667,0.44,0.316666667,0.3875,0.369230769,0.403125,0.421428571
0.403571429,0.6375,0.361111111,0.326470588,0.4,0.247222222,0.430555556,0.353125,0.378571429,0.359375
